Date,User,Tweet,Polarity,Preprocessed_Tweet
2023-03-31 15:39:04+00:00,StephanPapanik1,"@TamidYdan @lemondefr Certainement, mais au lieu de solutionner le problème de l'eau qui va devenir de plus en plus crucial du au réchauffement climatique, cet imbécile croit que nous devrions réduire notre consommation. Les systèmes de production d'eau potable? Inconnus pour lui.",1.0,    certainement lieu solutionner problèm eau aller devenir plus plus crucial réchauffement climatique ce imbécile croit devoir réduire consommation système production eau potable inconnu
2023-03-31 15:38:07+00:00,CompanSafti,"🥵 Les conséquences du réchauffement #climatique se font ressentir et c’est aujourd’hui l’une des préoccupations principales des Français. 

🌲 En 2023, ils souhaitent plus que jamais avoir un #jardin adapté à la #sécheresse et aux températures (...) https://t.co/DwW3DTY7H2",1.0,"    conséquence réchauffement climatique faire ressentir aujourd hui préoccupation principal français  

        souhaiter plus jamais avoir jardin adapter sécheresse températurer   "
2023-03-31 15:37:12+00:00,Elpis_R,"Ce forçage thermique réchauffe les océans (soit 93% de ce qu’est le réchauffement climatique). Le CO2 n’affecte que les 0,01 mm supérieurs de l’océan, il ne peut donc pas influencer le climat.

Si vous pensez que le contraire, fournissez la preuve que le CO2 humain chauffe l’eau. https://t.co/Yhq8wfvVUJ",-1.0,"forçage thermique réchauffe océan      réchauffement climatique co affecter       millimètre supérieur océan pouvoir donc influencer climat 

  si penser contraire fournir preuv co humain chauffe eau"
2023-03-31 15:35:12+00:00,jeschichi,"Un vrai génie, il avait déjà compris que le réchauffement climatique était un problème sérieux et qu’il fallait remédier à cela!",1.0,vrai génie déjà compris réchauffement climatique problèm sérieux falloir remédier celer
2023-03-31 15:32:35+00:00,kdda6901,"@3en01t @ImmortelleXIII @ArianePothier @raoult_didier Ptdrr des argument aussi foireux que le raisonnement . Le réchauffement climatique existe , mais il est en partie naturelle on ne fait que l'accélérer avec toute nos merde",1.0,      ptdrr argument aussi foireux raisonnement     réchauffement climatique exister     partie naturel faire accélérer tout merde
2023-03-31 15:32:19+00:00,Serine136,"@omeieb @JauneSnow2 Donc, il est bien évident que le climat est bien à la merci de ces criminels.
""Rechauffement climatique"" nous disent ils 😏 On nous prend pour des sacrés cons. Mais encore des 🐩🐩🐩 pour les écouter et y croire 🙄",1.0,"    donc bien évident climat bien merci criminel 
   rechauffemer climatique dire     prendre sacrer con encore     écouter croire"
2023-03-31 15:28:52+00:00,ArseneSoude,"Le café est-il en danger ?&lt;

&gt; &lt;

&gt; 

Qu'il soit moulu ou en capsules, le café pourrait bien, demain, être victime de son succès … et du réchauffement climatique ! En effet, paradoxalement, alors que l'inflation galope, la consommation de café ne sem… https://t.co/MSAOphn5gC",1.0,"café danger lt 

   gt     lt 

   gt  

  moulu capsule café pouvoir bien demain être victime succès     réchauffement climatique     effet paradoxalement alors inflation galop consommation café sem"
2023-03-31 15:27:34+00:00,IllusionMask,"@zairker @Lejdc_Live Après ils nous emmerdent avec le "" réchauffement climatique """,-1.0,    après emmerdent     réchauffement climatique
2023-03-31 15:27:05+00:00,LeDL737401,Réchauffement climatique. Mont-Blanc : découvrez l'impressionnante transformation des glaciers et de Chamonix en 70 ans #DauphineLibere https://t.co/BhVzAgrecV,1.0,réchauffement climatique mont blanc     découvrez impressionnant transformation glacier chamonix     an dauphinelibere
2023-03-31 15:26:17+00:00,Gavroche_media,"Dans un contexte d’inquiétude croissante concernant le réchauffement climatique, le 6 ème rapport du GIEC sert de signal d’alerte sur l’évolution du climat. Une question taraude le monde entier: a-t-on encore le temps ?

🔽🔽🔽
https://t.co/2d1wMBIB4z",1.0,"contexte inquiétude croissant concerner réchauffement climatique     ème rapport giec servir signal alerte évolution climat question taraud monde entier encore temps  

 
"
2023-03-31 15:23:47+00:00,Stormzeru,@F_Desouche C'est le réchauffement climatique en Europe dit donc !,1.0,réchauffement climatique europ dire donc
2023-03-31 15:23:18+00:00,garciaaugustin,"@EmmanuelMacron C'est quoi encore cette invention pour nous endormir ..
Essayait plutôt à moins polluer la planète pour combattre le réchauffement climatique... 
Ce sont les plus riches qui polluent le plus et ça ne dâte pas de hier ...",1.0,"quoi encore ce invention endormir  
  essayer plutôt moins polluer planète combattre réchauffement climatique  
  plus riche polluer plus cela dâte hier"
2023-03-31 15:23:15+00:00,ImmortelleXIII,@3en01t @kdda6901 @ArianePothier @raoult_didier Bah le réchauffement climatique n'existe pas ...,-1.0,      bah réchauffement climatique exister
2023-03-31 15:18:33+00:00,g_turri,"@Echangesclimat ('fin bon, après avoir entendu des militants dire sérieusement que le réchauffement climatique est inéluctable car de toute façon on rejette du CO2 quand on respire, bon... 🤷)",1.0,    fin bon après avoir entendre militant dire sérieusement réchauffement climatique inéluctable car tout façon rejeter co quand respire bon   
2023-03-31 15:18:31+00:00,Sammay01976738,@WhiteLady1113 @Mediavenir C’est à cause de gens comme toi qu’il y a un réchauffement climatique,1.0,    cause gen comme réchauffement climatique
2023-03-31 15:17:53+00:00,Silvest54801194,"@franceinter Ancienne CPE.!!.Ecolo ? Ok a t'elle des connaissances en énergie, réchauffement climatique, etc..ou va t'elle se contenter de nous rabâcher son idéologie ?",1.0,ancien cpe ecolo     ok connaissance énergie réchauffement climatique etc aller contenter rabâcher idéologie
2023-03-31 15:17:26+00:00,g_turri,"@Echangesclimat En vrai j'ai déjà entendu des militants dire sérieusement que le nuc contribue au réchauffement climatique car le rendement de 30% fait que 70% de l'énergie générée est dissipée dans l'atmosphère sous forme de chaleur.

That's it, that's the tweet 🤷",1.0,"vrai déjà entendre militant dire sérieusement nuc contribue réchauffement climatique car rendement      fait      énergie générer dissiper atmosphèr sou forme chaleur 

  that it that the tweet"
2023-03-31 15:16:41+00:00,RocheJoseph3,@C_Najdovski @Anne_Hidalgo @ArielWeilT @egregoire @jacquesbaudrier @David_Belliard @CorineFaugeron @Florent_Giry Pipeau ces petits arbres décoratifs sans aucun effet prochain sur le réchauffement climatique. Vous êtes grotesque,1.0,          pipeau petit arbre décoratif sans aucun effet prochain réchauffement climatique grotesque
2023-03-31 15:15:23+00:00,nwareliteFR,Une bactérie mangeuse de chair potentiellement mortelle se développe dans les océans en profitant du réchauffement climatique. Le nombre de personnes touchées pourrait doubler dans les 20 années à venir https://t.co/iSS3gbb9uQ,1.0,bactérie mangeus chair potentiellement mortel développer océan profiter réchauffement climatique nombre personne toucher pouvoir doubler     année venir
2023-03-31 15:13:23+00:00,LauraCassimi,@Oliviazipsk @BFMTV Droit de s'en taper mais ça commence à puer la merde le réchauffement climatique et tout donc bon,1.0,    droit taper ça commencer puer merde réchauffement climatique tout donc bon
2023-03-31 15:10:12+00:00,KateYasmina,"@clem16dums @Tyler3141618 @silvano_trotta Et ? Comment pouvez-vous être d'accord avec elle et dire qu'il y a un complot sur le vaccin, le réchauffement climatique et l'eau ? Avez-vous compris ce qu'elle dit ?😳",1.0,        comment pouvoir être accord dire complot vaccin réchauffement climatique eau     compris dire
2023-03-31 15:10:05+00:00,barzek,@Mediavenir On nous ment ! Pas de réchauffement climatique ! Pas de bactéries ! C'est la faute a macron 😂,-1.0,mentir     réchauffement climatique     bactérie     faute macron
2023-03-31 15:09:43+00:00,gerald2ezz,@Mediavenir Mais le réchauffement climatique n’est qu’une invention d’après certains,-1.0,réchauffement climatique invention après certain
2023-03-31 15:07:21+00:00,3xcited,@Lencyclopediste une solution contre le réchauffement climatique d’aujourd’hui alors,1.0,solution contre réchauffement climatique aujourd hui alors
2023-03-31 15:02:24+00:00,thoemmalex,"Eh ouais, le réchauffement climatique c'est pas que des 22°C en Bretagne en Avril, c'est aussi l'apparition d'organismes sortis tout droit d'impel down",1.0,eh ouai réchauffement climatique     bretagne avril aussi apparition organisme sortir tout droit impel down
2023-03-31 15:01:52+00:00,KUkigawa,"@Mediavenir Ils ne veulent pas qu’on utilise l’eau de mer. La desalinisation « maison » sera au cœur des tendances de 2027. Et ils préparent les esprits, la peur. L’eau de mer sera au réchauffement climatique ce que l’hydroxichloroquine a été au Covid : une solution interdite.",1.0,vouloir utilis eau mer desalinisation     maison      cœur tendance      préparent esprit peur eau mer réchauffement climatique hydroxichloroquine covid     solution interdire
2023-03-31 15:00:45+00:00,zebulon_14,@Breizh_Info @nalipo2022 Le réchauffement climatique sans doute...,1.0,    réchauffement climatique sans doute
2023-03-31 14:59:55+00:00,catseyes9244,@Mediavenir Ben voyons on instaure de nouveau la peur.. le réchauffement climatique ce ne sera que pour les pauvres,-1.0,ben voyon instaur nouveau peur réchauffement climatique pauvre
2023-03-31 14:59:43+00:00,ledauphine,"Urbanisation, réchauffement climatique... #LeDauphineLibere #HauteSavoie  https://t.co/l9tU7rmkgr",1.0,urbanisation réchauffement climatique     ledauphinelibere hautesavoi
2023-03-31 14:57:16+00:00,Dominiq64478696,"@Mefietoidesmef2 @zzzpaolina @Aurelientache @EmmanuelMacron Le rapport du GIEC, ça vous parle ?  Le réchauffement climatique ? Évidemment que les nappes phréatiques auront de plus en plus de mal à se remplir, les orages violents ne permettent pas à l'eau de s'infiltrer dans la terre.",1.0,      rapport giec ça parler      réchauffement climatique     évidemment nappe phréatique plus plus mal remplir orage violent permettre eau infiltrer terre
2023-03-31 14:54:30+00:00,jerome_clam,"Le réchauffement climatique | À Musée Vous, À Musée Moi https://t.co/PdPHmtL3nV via @lagaylifefr",1.0,réchauffement climatique     musée muser via
2023-03-31 14:53:46+00:00,NasticJim1,"@jmyremets Si elle profite du ""réchauffement climatique"" il n'y a vraiment aucun danger.",-1.0,si profiter réchauffement climatique vraiment aucun danger
2023-03-31 14:49:22+00:00,Petitchuuchuu,"Moi jvous le dit. N'a qu'à mourir pour la révolution que du réchauffement climatique, des guerres et des problèmes d'alimentation qu'il y aura.",1.0,jvou dire mourir révolution réchauffement climatique guerre problème alimentation
2023-03-31 14:48:24+00:00,Outofnone1,"@Renaissance François Gemenne, le même qui préfère le réchauffement climatique au retour des frontières nationales ? 🤔",-1.0,françois gemenn préférer réchauffement climatique retour frontière national    
2023-03-31 14:42:35+00:00,EnzoCDlo,@Soniii79 @Mediavenir La montagne aura déjà disparu avec le réchauffement climatique,1.0,    montagn déjà disparaître réchauffement climatique
2023-03-31 14:41:53+00:00,charliemerland,@pbeyssac @cfhinor Ce qui se traduit généralement par « aggravons les conséquences du réchauffement climatique dans des pays qui vont déjà lourdement en souffrir pour délires idéologiques qui ne régleront strictement rien chez nous ».,1.0,    traduire généralement     aggravon conséquence réchauffement climatique pays aller déjà lourdement souffrir délire idéologique régler strictement rien chez
2023-03-31 14:40:38+00:00,IsabelleNuel,"Veronique, [31/03/2023 à 08:16]
Déjà en 1978, la série d’animation « Il était une fois... l’Homme » expliquait le crédit social et le réchauffement climatique aux enfants 🙈
Quand la fiction rejoint la réalité...🔮 https://t.co/HDO7DtWZDr",1.0,"veroniqu              
  déjà      série animation     fois homme      expliquer crédit social réchauffement climatique enfant  
  quand fiction rejoindre réalité"
